1.639600000	0.000002090	1.743370000	0.028210000	1.574323965	0.009428160	2.268330000	0.401450000	3.376760000	0.556340000	2.357540000	0.000966000	0.295245869	3.307389123	   	   
1.629500000	0.000002420	1.728690000	0.028280000	1.573942347	0.009487338	2.260310000	0.401940000	3.389030000	0.548170000	2.339590000	0.011500000	0.297804323	3.323769125	   	   
1.631290000	0.000001730	1.740240000	0.029830000	1.573561895	0.009546645	2.267250000	0.399210000	3.430810000	0.530500000	2.355830000	0.001690000	0.300336852	3.339926351	   	   
1.632030000	0.000001360	1.744290000	0.029950000	1.573182608	0.009606081	2.262260000	0.395170000	3.407990000	0.529100000	2.344800000	0.004700000	0.302843935	3.355864342	   	   
1.634660000	0.000001810	1.739960000	0.028620000	1.572804481	0.009665645	2.286020000	0.383200000	3.433530000	0.504760000	2.321650000	0.003810000	0.305326051	3.371586616	   	   
1.628120000	0.000001350	1.737510000	0.029390000	1.572427511	0.009725339	2.292050000	0.380470000	3.472330000	0.497800000	2.311320000	0.000479000	0.307783676	3.387096674	   	   
1.630250000	0.000001710	1.733030000	0.027940000	1.572051694	0.009785163	2.309900000	0.377090000	3.479410000	0.473040000	2.316000000	0.001550000	0.310217283	3.402397993	   	   
1.625710000	0.000001590	1.732350000	0.029380000	1.571677027	0.009845116	2.318660000	0.371060000	3.485210000	0.468130000	2.308390000	0.000062100	0.312627345	3.417494032	   	   
1.627730000	0.000001460	1.734970000	0.029200000	1.571303507	0.009905200	2.311820000	0.369420000	3.488920000	0.456940000	2.301410000	0.002030000	0.315014329	3.432388231	   	   
1.620310000	0.000001360	1.729380000	0.030200000	1.570931129	0.009965414	2.340700000	0.362370000	3.486040000	0.439020000	2.301440000	0.000357000	0.317378703	3.447084007	   	   
1.632110000	0.000001400	1.737040000	0.027990000	1.570559890	0.010025758	2.340030000	0.363270000	3.500020000	0.422450000	2.296190000	0.000127000	0.319720929	3.461584756	   	   
1.625560000	0.000001350	1.734330000	0.029780000	1.570189788	0.010086234	2.338540000	0.355350000	3.509670000	0.413240000	2.293370000	0.002390000	0.322041469	3.475893857	   	   
1.622930000	0.000001180	1.733610000	0.030320000	1.569820817	0.010146841	2.352320000	0.351760000	3.484410000	0.403450000	2.281560000	0.002860000	0.324340783	3.490014665	   	   
